CustomerID,Gender,Age,Location,SignupDate,LastPurchaseDate,OrderCount,TotalSpend,FavCategory,AverageRating,Recency,Frequency,Monetary,ChurnRisk
CUST-05146,Female,51,Urban,2024-07-19,2024-09-07,9,30023.37,Home Decor,4.1,481,9,30023.37,0
CUST-05147,Female,24,Suburban,2024-01-23,2025-04-10,11,39215.48,Home Decor,4.7,266,11,39215.48,0
CUST-05148,Male,58,Metro,2023-06-13,2025-04-11,28,49393.61,Beauty,4.8,265,28,49393.61,0
CUST-05149,Female,36,Urban,2024-04-11,2025-01-29,11,21694.66,Apparel,4.6,337,11,21694.66,0
CUST-05150,Female,54,Rural,2023-06-23,2025-09-10,18,294092.01,Electronics,4.9,113,18,294092.01,0
CUST-05151,Male,50,Metro,2023-12-15,2024-12-10,35,136983.9,Home Decor,4.9,387,35,136983.9,0
CUST-05152,Female,65,Metro,2023-06-03,2025-07-15,35,27097.96,Books,4.6,170,35,27097.96,0
CUST-05153,Female,60,Rural,2023-03-10,2023-05-07,15,69445.84,Home Decor,4.5,970,15,69445.84,0
CUST-05154,Female,47,Urban,2023-07-27,2023-12-08,9,9993.72,Books,4.8,755,9,9993.72,0
CUST-05155,Male,45,Metro,2023-11-26,2024-11-01,11,11116.5,Beauty,4.0,426,11,11116.5,0
CUST-05156,Female,25,Urban,2024-08-16,2025-07-21,6,10595.87,Apparel,3.5,164,6,10595.87,0
CUST-05157,Female,48,Rural,2024-07-27,2024-08-22,16,31558.01,Apparel,4.5,497,16,31558.01,0
CUST-05158,Female,21,Urban,2023-06-01,2024-01-01,3,46152.79,Electronics,4.8,731,3,46152.79,0
CUST-05159,Female,67,Urban,2024-01-28,2024-02-08,12,24531.27,Apparel,3.6,693,12,24531.27,0
CUST-05160,Female,46,Rural,2024-02-05,2025-12-27,31,47290.38,Apparel,4.2,5,31,47290.38,0
CUST-05161,Male,27,Urban,2023-12-01,2024-03-18,7,4218.56,Books,4.7,654,7,4218.56,0
CUST-05162,Female,52,Metro,2023-09-09,2025-02-04,10,40151.21,Home Decor,5.0,331,10,40151.21,0
CUST-05163,Female,47,Rural,2024-02-06,2025-04-24,9,36790.4,Home Decor,4.8,252,9,36790.4,0
CUST-05164,Female,27,Metro,2023-05-22,2025-10-18,9,122299.74,Electronics,4.1,75,9,122299.74,0
CUST-05165,Female,60,Metro,2023-08-17,2025-08-04,21,33368.95,Beauty,4.2,150,21,33368.95,0
CUST-05166,Female,18,Metro,2023-10-31,2025-11-12,18,20201.9,Beauty,3.9,50,18,20201.9,0
CUST-05167,Female,50,Suburban,2024-10-11,2024-11-12,30,56900.65,Apparel,4.4,415,30,56900.65,0
CUST-05168,Female,68,Metro,2023-03-02,2025-02-08,2,4710.61,Apparel,4.5,327,2,4710.61,0
CUST-05169,Female,38,Metro,2024-11-26,2025-08-16,37,465315.37,Electronics,4.4,138,37,465315.37,0
CUST-05170,Female,38,Suburban,2023-08-13,2024-10-16,18,358866.73,Electronics,3.9,442,18,358866.73,0
CUST-05171,Male,23,Urban,2023-07-18,2024-08-13,32,569516.63,Electronics,4.5,506,32,569516.63,0
CUST-05172,Male,56,Urban,2024-08-02,2025-11-04,26,101457.98,Home Decor,3.6,58,26,101457.98,0
CUST-05173,Female,63,Urban,2024-10-21,2024-11-05,10,16900.1,Beauty,3.6,422,10,16900.1,0
CUST-05174,Male,44,Suburban,2024-12-19,2025-04-25,18,15845.65,Books,4.1,251,18,15845.65,0
CUST-05175,Female,45,Suburban,2024-02-18,2025-11-17,7,10358.2,Apparel,3.6,45,7,10358.2,0
CUST-05176,Male,27,Suburban,2023-01-15,2025-10-03,3,44679.49,Electronics,4.4,90,3,44679.49,0
CUST-05177,Female,49,Metro,2024-01-01,2024-04-20,27,18387.86,Books,3.8,621,27,18387.86,0
CUST-05178,Male,42,Urban,2023-08-13,2025-11-29,3,4466.7,Beauty,4.4,33,3,4466.7,0
CUST-05179,Male,19,Urban,2023-01-18,2025-10-18,20,23370.22,Beauty,4.3,75,20,23370.22,0
CUST-05180,Female,60,Rural,2023-03-27,2024-12-01,8,45831.63,Home Decor,3.6,396,8,45831.63,0
CUST-05181,Female,54,Rural,2024-07-01,2025-12-30,21,17905.19,Books,4.4,2,21,17905.19,0
CUST-05182,Female,27,Metro,2024-04-06,2025-10-24,7,13291.25,Apparel,3.9,69,7,13291.25,0
CUST-05183,Male,51,Metro,2024-11-08,2025-03-27,20,27305.95,Beauty,3.9,280,20,27305.95,0
CUST-05184,Female,49,Urban,2024-04-14,2024-06-09,25,39197.56,Apparel,4.6,571,25,39197.56,0
CUST-05185,Female,59,Urban,2023-10-20,2024-02-26,11,154608.02,Electronics,3.7,675,11,154608.02,0
CUST-05186,Male,53,Urban,2023-03-11,2024-06-03,20,15201.57,Books,3.7,577,20,15201.57,0
CUST-05187,Female,52,Urban,2023-09-23,2025-07-30,5,8535.72,Beauty,4.8,155,5,8535.72,0
CUST-05188,Female,31,Rural,2024-03-28,2024-09-16,57,202232.27,Home Decor,4.0,472,57,202232.27,0
CUST-05189,Female,39,Metro,2023-09-07,2024-11-24,37,71773.07,Apparel,5.0,403,37,71773.07,0
CUST-05190,Male,60,Suburban,2023-11-02,2025-02-06,18,16313.42,Books,4.4,329,18,16313.42,0
CUST-05191,Female,54,Suburban,2023-05-16,2025-06-06,11,24539.98,Apparel,4.2,209,11,24539.98,0
CUST-05192,Male,29,Urban,2023-04-15,2023-08-10,26,58657.76,Apparel,3.6,875,26,58657.76,0
CUST-05193,Male,62,Rural,2023-10-29,2025-01-02,18,28853.67,Apparel,4.9,364,18,28853.67,0
CUST-05194,Female,48,Suburban,2024-12-24,2025-10-19,47,735594.92,Electronics,4.7,74,47,735594.92,0
CUST-05195,Female,41,Urban,2023-12-02,2024-07-21,29,66969.99,Apparel,4.9,529,29,66969.99,0
CUST-05196,Male,37,Rural,2024-06-18,2025-08-16,13,65787.6,Home Decor,4.9,138,13,65787.6,0
CUST-05197,Male,32,Urban,2024-09-15,2024-09-21,15,8791.47,Books,4.0,467,15,8791.47,0
CUST-05198,Female,28,Suburban,2024-12-18,2025-01-13,7,39867.3,Home Decor,4.3,353,7,39867.3,0
CUST-05199,Male,35,Suburban,2024-07-23,2024-09-13,18,69653.45,Home Decor,4.3,475,18,69653.45,0
CUST-05200,Female,22,Metro,2024-10-14,2024-11-03,10,110456.88,Electronics,4.9,424,10,110456.88,0
CUST-05201,Female,56,Metro,2023-09-09,2023-09-09,13,13211.97,Books,4.8,845,13,13211.97,1
CUST-05202,Female,34,Rural,2023-08-09,2023-10-30,24,79640.97,Home Decor,4.5,794,24,79640.97,0
CUST-05203,Male,63,Suburban,2023-11-13,2024-07-26,16,56973.21,Home Decor,3.7,524,16,56973.21,0
CUST-05204,Male,61,Urban,2024-02-17,2024-09-16,10,15559.98,Apparel,4.5,472,10,15559.98,0
CUST-05205,Male,22,Metro,2024-01-01,2025-04-13,15,25087.7,Apparel,3.9,263,15,25087.7,0
CUST-05206,Female,28,Suburban,2023-02-08,2025-10-23,14,11862.25,Books,4.5,70,14,11862.25,0
CUST-05207,Female,64,Rural,2023-06-30,2025-08-13,21,246944.95,Electronics,4.6,141,21,246944.95,0
CUST-05208,Female,67,Urban,2024-12-15,2025-12-13,6,124440.05,Electronics,4.1,19,6,124440.05,0
CUST-05209,Female,66,Rural,2023-10-01,2025-12-04,26,20408.29,Books,3.4,28,26,20408.29,0
CUST-05210,Female,28,Metro,2023-06-27,2024-02-13,29,21015.79,Books,3.6,688,29,21015.79,0
CUST-05211,Female,59,Metro,2024-07-03,2025-11-11,20,320121.98,Electronics,3.5,51,20,320121.98,0
CUST-05212,Female,30,Suburban,2024-09-16,2025-07-03,15,51851.94,Home Decor,4.7,182,15,51851.94,0
CUST-05213,Female,30,Metro,2024-05-19,2025-10-18,16,30479.65,Apparel,3.8,75,16,30479.65,0
CUST-05214,Female,33,Metro,2024-10-05,2025-01-25,15,161046.36,Electronics,3.8,341,15,161046.36,0
CUST-05215,Male,33,Urban,2024-09-27,2025-04-03,20,77564.47,Home Decor,3.8,273,20,77564.47,0
CUST-05216,Female,68,Suburban,2024-09-16,2024-10-29,25,29168.04,Beauty,4.6,429,25,29168.04,0
CUST-05217,Female,26,Metro,2024-08-19,2025-12-21,19,315094.34,Electronics,3.5,11,19,315094.34,0
CUST-05218,Male,36,Metro,2024-06-29,2025-12-09,8,13226.85,Apparel,4.9,23,8,13226.85,0
CUST-05219,Male,68,Urban,2024-03-22,2025-06-02,27,433996.08,Electronics,4.6,213,27,433996.08,0
CUST-05220,Male,41,Urban,2024-12-10,2025-06-01,39,474292.04,Electronics,3.5,214,39,474292.04,0
CUST-05221,Female,52,Metro,2023-06-03,2025-12-31,9,104532.74,Electronics,3.4,1,9,104532.74,0
CUST-05222,Female,28,Metro,2024-01-06,2024-07-27,21,15243.2,Books,4.7,523,21,15243.2,0
CUST-05223,Female,37,Metro,2024-03-01,2025-02-07,17,10701.11,Books,3.6,328,17,10701.11,0
CUST-05224,Female,51,Urban,2023-10-11,2025-06-06,18,15499.92,Books,4.5,209,18,15499.92,0
CUST-05225,Female,49,Metro,2023-04-07,2023-11-18,15,12031.53,Books,3.7,775,15,12031.53,1
CUST-05226,Female,40,Suburban,2023-10-29,2023-12-11,12,171218.85,Electronics,3.4,752,12,171218.85,0
CUST-05227,Female,35,Metro,2024-05-19,2024-11-28,32,74807.01,Apparel,3.9,399,32,74807.01,0
CUST-05228,Female,19,Suburban,2024-09-27,2025-07-16,35,502136.75,Electronics,3.6,169,35,502136.75,0
CUST-05229,Male,58,Suburban,2023-10-12,2025-05-29,8,120659.56,Electronics,4.3,217,8,120659.56,0
CUST-05230,Female,38,Metro,2023-09-29,2023-11-17,12,10925.03,Books,4.1,776,12,10925.03,1
CUST-05231,Female,43,Urban,2023-01-14,2024-09-14,12,41194.33,Home Decor,4.6,474,12,41194.33,0
CUST-05232,Male,65,Metro,2023-10-21,2024-10-25,54,122435.26,Apparel,4.9,433,54,122435.26,0
CUST-05233,Female,33,Urban,2023-09-20,2024-05-21,30,448802.32,Electronics,3.5,590,30,448802.32,0
CUST-05234,Female,54,Metro,2023-06-14,2025-07-19,19,27976.9,Beauty,4.6,166,19,27976.9,0
CUST-05235,Male,58,Urban,2023-02-21,2024-06-14,33,29092.85,Books,4.0,566,33,29092.85,0
CUST-05236,Male,55,Urban,2023-09-30,2025-10-04,13,17349.19,Beauty,3.8,89,13,17349.19,0
CUST-05237,Female,31,Metro,2023-11-17,2025-01-23,23,420794.61,Electronics,3.9,343,23,420794.61,0
CUST-05238,Male,44,Suburban,2023-06-03,2024-06-05,27,21504.1,Books,3.8,575,27,21504.1,0
CUST-05239,Female,54,Urban,2024-08-18,2024-08-18,28,53396.23,Apparel,3.8,501,28,53396.23,0
CUST-05240,Male,68,Urban,2023-04-28,2025-04-28,24,38642.02,Beauty,3.8,248,24,38642.02,0
CUST-05241,Female,21,Metro,2023-09-21,2024-08-14,9,33744.47,Home Decor,4.2,505,9,33744.47,0
CUST-05242,Male,33,Urban,2024-06-30,2025-11-20,20,84676.72,Home Decor,3.9,42,20,84676.72,0
CUST-05243,Male,24,Suburban,2024-05-02,2025-06-22,17,59930.56,Home Decor,3.7,193,17,59930.56,0
CUST-05244,Male,27,Metro,2023-05-25,2023-07-15,28,111542.13,Home Decor,4.3,901,28,111542.13,0
CUST-05245,Male,56,Urban,2023-05-06,2025-08-28,16,23387.49,Beauty,3.7,126,16,23387.49,0
CUST-05246,Female,60,Suburban,2023-12-01,2024-09-25,7,77452.05,Electronics,4.3,463,7,77452.05,0
CUST-05247,Male,61,Suburban,2024-11-26,2024-12-15,14,26505.01,Apparel,4.3,382,14,26505.01,0
CUST-05248,Female,25,Suburban,2024-04-18,2025-04-25,14,28028.93,Apparel,4.3,251,14,28028.93,0
CUST-05249,Female,28,Suburban,2024-09-01,2024-09-30,23,309651.74,Electronics,4.6,458,23,309651.74,0
CUST-05250,Female,60,Urban,2023-06-04,2024-06-28,39,154956.13,Home Decor,3.7,552,39,154956.13,0
CUST-05251,Female,67,Metro,2024-03-26,2024-09-07,10,97671.22,Electronics,4.9,481,10,97671.22,0
CUST-05252,Male,36,Suburban,2023-01-21,2024-07-12,15,20183.92,Beauty,3.7,538,15,20183.92,0
CUST-05253,Female,60,Rural,2023-04-22,2025-05-27,13,18306.76,Beauty,3.6,219,13,18306.76,0
CUST-05254,Female,51,Suburban,2024-08-03,2025-11-24,17,10667.05,Books,4.3,38,17,10667.05,0
CUST-05255,Male,26,Urban,2023-10-06,2024-03-23,34,137040.21,Home Decor,3.5,649,34,137040.21,0
CUST-05256,Male,25,Metro,2023-05-17,2025-12-08,30,25350.88,Books,3.7,24,30,25350.88,0
CUST-05257,Female,59,Suburban,2023-05-28,2025-09-12,21,47749.7,Apparel,3.4,111,21,47749.7,0
CUST-05258,Female,39,Metro,2024-10-05,2025-04-30,2,2397.91,Books,4.8,246,2,2397.91,0
CUST-05259,Male,56,Urban,2023-12-18,2024-10-09,5,5415.47,Books,4.4,449,5,5415.47,0
CUST-05260,Male,21,Metro,2023-10-16,2024-07-23,12,182769.07,Electronics,3.5,527,12,182769.07,0
CUST-05261,Female,39,Rural,2024-04-07,2025-05-20,24,82238.94,Home Decor,3.8,226,24,82238.94,0
CUST-05262,Male,49,Metro,2024-09-04,2024-10-22,15,62379.38,Home Decor,4.0,436,15,62379.38,0
CUST-05263,Female,38,Suburban,2023-11-20,2024-05-09,16,11694.85,Books,3.5,602,16,11694.85,0
CUST-05264,Female,46,Metro,2023-11-27,2025-09-27,11,18533.69,Apparel,4.6,96,11,18533.69,0
CUST-05265,Female,38,Urban,2024-02-02,2024-05-11,32,45102.7,Beauty,3.6,600,32,45102.7,0
CUST-05266,Female,55,Metro,2023-04-09,2024-06-13,14,9342.4,Books,4.7,567,14,9342.4,0
CUST-05267,Male,31,Metro,2024-12-22,2025-03-03,3,14647.06,Home Decor,4.5,304,3,14647.06,0
CUST-05268,Male,63,Metro,2024-05-05,2025-07-16,18,23243.44,Apparel,3.7,169,18,23243.44,0
CUST-05269,Female,34,Rural,2023-04-06,2025-04-22,27,18502.29,Books,5.0,254,27,18502.29,0
CUST-05270,Female,50,Metro,2023-07-31,2024-02-04,29,21970.27,Books,3.4,697,29,21970.27,0
CUST-05271,Female,20,Metro,2024-06-24,2024-11-05,14,73910.61,Home Decor,4.8,422,14,73910.61,0
CUST-05272,Female,21,Urban,2023-03-12,2024-11-10,9,41890.14,Home Decor,4.3,417,9,41890.14,0
CUST-05273,Female,69,Urban,2023-06-17,2024-07-29,17,292035.61,Electronics,4.9,521,17,292035.61,0
CUST-05274,Male,45,Metro,2024-05-01,2025-02-20,12,141531.39,Electronics,4.8,315,12,141531.39,0
CUST-05275,Female,28,Urban,2023-07-19,2025-09-14,18,38475.04,Apparel,3.9,109,18,38475.04,0
CUST-05276,Female,25,Urban,2023-11-11,2025-07-19,7,8783.53,Beauty,3.5,166,7,8783.53,0
CUST-05277,Male,34,Urban,2023-01-30,2023-10-01,16,271287.9,Electronics,5.0,823,16,271287.9,0
CUST-05278,Female,42,Suburban,2023-07-04,2025-03-03,25,385828.14,Electronics,3.9,304,25,385828.14,0
CUST-05279,Male,54,Metro,2024-08-01,2025-10-17,38,498794.38,Electronics,5.0,76,38,498794.38,0
CUST-05280,Male,57,Rural,2023-04-10,2025-05-19,7,112839.14,Electronics,4.1,227,7,112839.14,0
CUST-05281,Male,30,Urban,2023-05-07,2025-11-29,15,33274.06,Beauty,3.7,33,15,33274.06,0
CUST-05282,Male,56,Metro,2023-03-30,2025-01-23,10,48700.61,Home Decor,4.1,343,10,48700.61,0
CUST-05283,Female,38,Metro,2024-08-23,2024-11-11,38,27707.85,Books,4.2,416,38,27707.85,0
CUST-05284,Female,53,Metro,2024-03-11,2024-03-17,16,29804.58,Beauty,4.1,655,16,29804.58,0
CUST-05285,Female,63,Metro,2023-04-17,2024-01-06,9,14806.78,Apparel,5.0,726,9,14806.78,0
CUST-05286,Female,41,Suburban,2023-11-12,2025-02-22,8,8938.56,Books,4.1,313,8,8938.56,0
CUST-05287,Female,59,Metro,2023-07-18,2025-01-06,17,22442.18,Beauty,3.8,360,17,22442.18,0
CUST-05288,Female,45,Metro,2024-05-29,2025-05-06,6,9165.0,Apparel,4.3,240,6,9165.0,0
CUST-05289,Male,67,Metro,2023-03-05,2023-06-20,23,378274.2,Electronics,4.1,926,23,378274.2,0
CUST-05290,Male,40,Suburban,2023-11-21,2025-07-05,4,3735.54,Books,4.9,180,4,3735.54,0
CUST-05291,Male,64,Rural,2024-05-17,2025-01-02,8,161385.43,Electronics,3.5,364,8,161385.43,0
CUST-05292,Male,61,Rural,2024-07-01,2025-09-17,4,4454.38,Beauty,4.6,106,4,4454.38,0
CUST-05293,Female,40,Urban,2023-05-11,2025-05-17,11,9542.56,Books,3.9,229,11,9542.56,0
CUST-05294,Male,64,Metro,2023-12-21,2024-04-10,11,42178.75,Home Decor,3.9,631,11,42178.75,0
CUST-05295,Male,28,Suburban,2023-09-25,2025-02-27,30,47770.66,Beauty,4.5,308,30,47770.66,0
CUST-05296,Female,66,Metro,2024-07-29,2025-01-05,17,25501.95,Beauty,3.8,361,17,25501.95,0
CUST-05297,Male,68,Rural,2023-02-17,2023-05-30,41,29372.94,Books,4.1,947,41,29372.94,1
CUST-05298,Male,48,Metro,2023-07-09,2024-10-20,14,45531.86,Home Decor,3.6,438,14,45531.86,0
CUST-05299,Female,45,Metro,2023-02-01,2025-07-23,21,98464.63,Home Decor,4.6,162,21,98464.63,0
CUST-05300,Male,25,Urban,2023-02-03,2024-03-22,21,86317.49,Home Decor,4.2,650,21,86317.49,0
CUST-05301,Female,23,Metro,2023-03-29,2023-06-12,2,13331.04,Home Decor,3.9,934,2,13331.04,0
CUST-05302,Male,67,Rural,2023-02-02,2023-09-18,17,59148.84,Home Decor,4.5,836,17,59148.84,0
CUST-05303,Female,52,Rural,2023-08-31,2024-06-28,9,161288.22,Electronics,4.0,552,9,161288.22,0
CUST-05304,Male,61,Metro,2024-08-18,2024-11-02,11,8550.98,Books,4.0,425,11,8550.98,0
CUST-05305,Female,39,Metro,2023-11-12,2024-06-24,20,67227.56,Home Decor,4.0,556,20,67227.56,0
CUST-05306,Female,49,Metro,2023-09-06,2023-11-05,26,399747.72,Electronics,4.7,788,26,399747.72,0
CUST-05307,Female,53,Metro,2023-06-30,2024-08-15,19,32321.22,Apparel,3.7,504,19,32321.22,0
CUST-05308,Male,55,Metro,2024-11-19,2025-12-14,27,120430.66,Home Decor,4.7,18,27,120430.66,0
CUST-05309,Male,44,Metro,2023-01-25,2024-10-03,21,370468.6,Electronics,4.2,455,21,370468.6,0
CUST-05310,Female,64,Rural,2023-04-05,2023-10-30,19,306233.39,Electronics,3.5,794,19,306233.39,0
CUST-05311,Male,33,Rural,2023-02-28,2024-01-21,11,17049.58,Beauty,4.4,711,11,17049.58,0
CUST-05312,Female,51,Metro,2023-09-24,2025-12-29,7,6783.66,Beauty,4.7,3,7,6783.66,0
CUST-05313,Female,24,Metro,2023-02-05,2024-04-22,11,21421.07,Beauty,3.4,619,11,21421.07,0
CUST-05314,Male,46,Metro,2023-01-24,2025-08-16,13,12177.82,Books,4.8,138,13,12177.82,0
CUST-05315,Female,20,Metro,2023-01-19,2023-09-13,10,17887.11,Apparel,4.5,841,10,17887.11,0
CUST-05316,Male,44,Metro,2024-06-14,2025-11-03,21,79325.73,Home Decor,4.3,59,21,79325.73,0
CUST-05317,Male,50,Rural,2024-04-23,2024-05-26,4,56201.01,Electronics,4.8,585,4,56201.01,0
CUST-05318,Male,27,Urban,2024-12-23,2025-01-18,14,55398.27,Home Decor,3.6,348,14,55398.27,0
CUST-05319,Female,55,Metro,2024-10-09,2025-01-07,4,68070.03,Electronics,5.0,359,4,68070.03,0
CUST-05320,Male,42,Rural,2024-03-26,2025-04-12,3,9396.72,Home Decor,4.7,264,3,9396.72,0
CUST-05321,Male,30,Urban,2023-08-02,2024-09-30,11,46915.76,Home Decor,3.8,458,11,46915.76,0
CUST-05322,Female,26,Urban,2023-05-14,2025-02-24,21,277914.46,Electronics,4.2,311,21,277914.46,0
CUST-05323,Male,63,Urban,2023-09-18,2023-10-23,20,19897.29,Books,4.8,801,20,19897.29,1
CUST-05324,Male,49,Suburban,2024-08-22,2025-05-27,23,104479.42,Home Decor,3.6,219,23,104479.42,0
CUST-05325,Female,23,Suburban,2023-03-12,2023-05-23,19,29795.44,Apparel,4.5,954,19,29795.44,1
CUST-05326,Male,48,Metro,2023-02-24,2023-11-12,31,52351.74,Apparel,3.6,781,31,52351.74,0
CUST-05327,Male,54,Suburban,2024-06-08,2025-05-09,21,35451.13,Beauty,3.8,237,21,35451.13,0
CUST-05328,Female,46,Urban,2023-04-15,2024-12-05,40,80932.27,Apparel,4.8,392,40,80932.27,0
CUST-05329,Female,25,Metro,2024-02-01,2025-07-20,6,2625.77,Books,3.8,165,6,2625.77,0
CUST-05330,Male,31,Metro,2024-02-25,2025-08-09,34,26655.63,Books,3.8,145,34,26655.63,0
CUST-05331,Female,30,Urban,2024-12-30,2025-01-03,32,26038.93,Books,4.6,363,32,26038.93,0
CUST-05332,Male,56,Metro,2024-12-27,2025-02-26,14,227959.44,Electronics,3.8,309,14,227959.44,0
CUST-05333,Female,64,Urban,2023-07-22,2025-04-14,32,46374.5,Beauty,4.0,262,32,46374.5,0
CUST-05334,Female,22,Metro,2024-07-29,2025-08-22,10,10682.2,Apparel,4.9,132,10,10682.2,0
CUST-05335,Female,39,Urban,2024-10-02,2024-12-19,22,13713.11,Books,4.0,378,22,13713.11,0
CUST-05336,Male,51,Metro,2024-02-28,2024-10-28,16,16338.34,Books,3.7,430,16,16338.34,0
CUST-05337,Male,25,Metro,2024-11-22,2025-11-11,28,51048.82,Beauty,4.5,51,28,51048.82,0
CUST-05338,Female,63,Suburban,2023-06-07,2023-06-24,8,4703.88,Books,4.0,922,8,4703.88,1
CUST-05339,Female,52,Urban,2023-05-06,2025-11-22,12,16627.61,Beauty,3.7,40,12,16627.61,0
CUST-05340,Female,55,Suburban,2023-09-29,2023-12-09,2,7775.97,Apparel,4.0,754,2,7775.97,0
CUST-05341,Female,27,Metro,2024-01-15,2024-07-01,34,51484.67,Beauty,4.7,549,34,51484.67,0
CUST-05342,Female,69,Metro,2023-12-09,2024-08-20,14,20862.98,Beauty,3.4,499,14,20862.98,0
CUST-05343,Female,65,Urban,2024-11-24,2025-06-27,13,59367.55,Home Decor,3.5,188,13,59367.55,0
CUST-05344,Female,62,Rural,2023-08-14,2025-08-05,10,17911.97,Home Decor,3.9,149,10,17911.97,0
CUST-05345,Female,34,Rural,2023-03-15,2025-09-18,28,28346.36,Books,4.4,105,28,28346.36,0
CUST-05346,Male,37,Metro,2024-11-25,2025-03-29,9,22141.63,Apparel,4.6,278,9,22141.63,0
CUST-05347,Male,40,Suburban,2023-06-20,2025-12-30,10,29528.09,Home Decor,4.9,2,10,29528.09,0
CUST-05348,Female,56,Suburban,2024-08-19,2025-11-13,23,93110.83,Home Decor,4.4,49,23,93110.83,0
CUST-05349,Female,32,Suburban,2024-05-23,2025-06-22,12,30450.1,Apparel,3.8,193,12,30450.1,0
CUST-05350,Female,26,Suburban,2023-12-19,2025-12-16,20,17559.25,Books,4.0,16,20,17559.25,0
CUST-05351,Female,51,Urban,2024-06-20,2024-11-06,11,156092.51,Electronics,3.4,421,11,156092.51,0
CUST-05352,Female,60,Urban,2023-12-09,2024-11-25,32,419317.81,Electronics,4.3,402,32,419317.81,0
CUST-05353,Male,27,Metro,2023-12-16,2024-10-11,11,15729.38,Beauty,5.0,447,11,15729.38,0
CUST-05354,Male,47,Urban,2024-06-07,2024-08-25,16,218633.83,Electronics,4.7,494,16,218633.83,0
CUST-05355,Male,55,Metro,2023-08-27,2024-03-04,9,21046.9,Apparel,4.1,668,9,21046.9,0
CUST-05356,Female,65,Urban,2023-11-04,2025-05-08,11,164924.39,Electronics,4.6,238,11,164924.39,0
CUST-05357,Female,34,Metro,2023-01-25,2023-06-08,12,25344.25,Apparel,4.0,938,12,25344.25,0
CUST-05358,Female,58,Metro,2024-12-10,2025-07-17,15,18949.76,Beauty,4.2,168,15,18949.76,0
CUST-05359,Female,64,Metro,2023-08-30,2025-06-13,16,274621.91,Electronics,3.5,202,16,274621.91,0
CUST-05360,Male,62,Suburban,2024-11-26,2025-08-17,31,46820.67,Beauty,4.2,137,31,46820.67,0
CUST-05361,Male,59,Metro,2023-09-22,2024-07-09,10,19626.81,Beauty,4.7,541,10,19626.81,0
CUST-05362,Female,33,Metro,2024-06-26,2025-04-13,24,15866.88,Books,4.4,263,24,15866.88,0
CUST-05363,Female,27,Suburban,2024-06-18,2025-03-15,16,19040.97,Books,5.0,292,16,19040.97,0
CUST-05364,Male,33,Suburban,2024-02-07,2024-06-15,44,171054.49,Home Decor,4.1,565,44,171054.49,0
CUST-05365,Male,18,Urban,2024-10-02,2025-02-07,8,165529.2,Electronics,3.7,328,8,165529.2,0
CUST-05366,Female,41,Suburban,2023-02-05,2023-10-03,13,25765.51,Apparel,4.7,821,13,25765.51,0
CUST-05367,Male,50,Urban,2024-10-10,2024-10-28,24,51010.01,Apparel,3.5,430,24,51010.01,0
CUST-05368,Male,40,Metro,2024-11-10,2025-10-28,21,360713.55,Electronics,4.6,65,21,360713.55,0
CUST-05369,Female,50,Metro,2024-04-28,2025-06-10,24,38382.87,Beauty,4.0,205,24,38382.87,0
CUST-05370,Male,44,Urban,2023-06-10,2024-05-04,46,183338.24,Home Decor,4.7,607,46,183338.24,0
CUST-05371,Female,29,Suburban,2023-05-30,2023-08-12,12,216016.13,Electronics,4.7,873,12,216016.13,0
CUST-05372,Female,62,Suburban,2023-02-19,2024-11-21,10,20718.7,Apparel,3.6,406,10,20718.7,0
CUST-05373,Male,34,Metro,2023-06-07,2024-05-28,19,18232.87,Books,4.8,583,19,18232.87,0
CUST-05374,Male,61,Metro,2023-05-17,2024-03-11,8,11274.68,Beauty,4.1,661,8,11274.68,0
CUST-05375,Male,33,Metro,2024-12-08,2025-01-08,8,7375.91,Books,3.8,358,8,7375.91,0
CUST-05376,Male,18,Metro,2024-04-07,2024-07-12,7,12978.54,Apparel,3.8,538,7,12978.54,0
CUST-05377,Female,27,Urban,2024-09-17,2025-05-27,25,347162.51,Electronics,4.1,219,25,347162.51,0
CUST-05378,Male,30,Suburban,2024-01-10,2024-09-07,23,73283.43,Home Decor,4.1,481,23,73283.43,0
CUST-05379,Male,35,Metro,2023-01-12,2024-09-10,25,474914.27,Electronics,4.2,478,25,474914.27,0
CUST-05380,Female,39,Metro,2024-09-24,2024-11-25,7,93988.69,Electronics,3.5,402,7,93988.69,0
CUST-05381,Male,36,Suburban,2023-11-26,2024-08-21,15,26721.44,Apparel,4.9,498,15,26721.44,0
CUST-05382,Male,21,Metro,2024-03-03,2025-01-10,15,15250.31,Books,4.8,356,15,15250.31,0
CUST-05383,Male,31,Metro,2024-12-04,2025-06-02,10,12852.32,Beauty,3.7,213,10,12852.32,0
CUST-05384,Female,39,Metro,2023-07-25,2024-08-03,5,9599.16,Apparel,3.8,516,5,9599.16,0
CUST-05385,Female,28,Metro,2023-07-14,2024-12-05,9,112308.11,Electronics,4.7,392,9,112308.11,0
CUST-05386,Female,23,Suburban,2024-06-22,2025-01-04,37,163997.41,Home Decor,4.1,362,37,163997.41,0
CUST-05387,Male,30,Urban,2023-04-02,2023-11-11,15,41063.65,Home Decor,4.4,782,15,41063.65,0
CUST-05388,Female,56,Urban,2024-08-05,2024-11-18,14,275633.08,Electronics,4.1,409,14,275633.08,0
CUST-05389,Male,63,Metro,2023-09-16,2024-03-05,10,31262.17,Home Decor,3.8,667,10,31262.17,0
