MatchID,Date,TeamA,TeamB,TeamA_Score,TeamB_Score,Possession_TeamA,Shots_TeamA,WinProbability,Outcome
MCH-0647,2025-10-27,Phoenix FC,Centurions,2,4,45,5,0.5,Team B Win
MCH-0648,2025-02-14,Thunderbolts,Ironclads,2,4,61,5,0.65,Team B Win
MCH-0649,2025-04-29,Ironclads,Phoenix FC,1,0,41,18,0.5,Team A Win
MCH-0650,2025-12-24,Strikers,Centurions,3,1,59,17,0.5,Team A Win
MCH-0651,2025-04-03,Phoenix FC,Knights,3,0,53,12,0.5,Team A Win
MCH-0652,2025-09-06,Gladiators,Thunderbolts,0,2,53,15,0.35,Team B Win
MCH-0653,2025-09-30,Ironclads,Gladiators,2,0,60,9,0.5,Team A Win
MCH-0654,2025-04-03,Gladiators,Phoenix FC,3,1,42,16,0.5,Team A Win
MCH-0655,2025-09-16,Gladiators,Titans,4,3,50,10,0.5,Team A Win
MCH-0656,2025-03-23,Vipers,Knights,2,2,62,19,0.5,Draw
MCH-0657,2025-03-07,Gladiators,Wizards,1,1,59,11,0.5,Draw
MCH-0658,2025-12-26,Gladiators,Wizards,2,2,46,16,0.5,Draw
MCH-0659,2025-07-05,Phoenix FC,Ironclads,3,0,63,16,0.5,Team A Win
MCH-0660,2025-05-14,Centurions,Thunderbolts,1,4,40,5,0.35,Team B Win
MCH-0661,2025-12-31,Phoenix FC,Centurions,0,1,63,5,0.5,Team B Win
MCH-0662,2025-02-23,Phoenix FC,Vipers,2,3,50,14,0.5,Team B Win
MCH-0663,2025-05-14,Thunderbolts,Vipers,2,1,50,16,0.65,Team A Win
MCH-0664,2025-04-21,Thunderbolts,Strikers,3,2,60,14,0.65,Team A Win
MCH-0665,2025-01-08,Ironclads,Centurions,3,1,45,14,0.5,Team A Win
MCH-0666,2025-11-25,Titans,Knights,2,2,36,10,0.5,Draw
MCH-0667,2025-09-12,Vipers,Knights,3,2,63,12,0.5,Team A Win
MCH-0668,2025-05-04,Centurions,Vipers,0,0,64,8,0.5,Draw
MCH-0669,2025-07-24,Thunderbolts,Titans,3,0,37,18,0.65,Team A Win
MCH-0670,2025-12-23,Gladiators,Thunderbolts,3,4,58,15,0.35,Team B Win
MCH-0671,2025-06-11,Ironclads,Wizards,4,1,58,13,0.5,Team A Win
MCH-0672,2025-11-09,Vipers,Knights,4,2,53,16,0.5,Team A Win
MCH-0673,2025-02-28,Knights,Gladiators,2,2,62,5,0.5,Draw
MCH-0674,2025-10-11,Wizards,Ironclads,4,2,40,12,0.5,Team A Win
MCH-0675,2025-03-14,Strikers,Ironclads,3,2,40,7,0.5,Team A Win
MCH-0676,2025-07-05,Strikers,Gladiators,2,2,61,7,0.5,Draw
MCH-0677,2025-04-07,Ironclads,Thunderbolts,3,1,63,12,0.35,Team A Win
MCH-0678,2025-02-22,Titans,Gladiators,0,0,36,8,0.5,Draw
MCH-0679,2025-08-31,Knights,Phoenix FC,0,1,35,16,0.5,Team B Win
MCH-0680,2025-11-11,Centurions,Gladiators,1,0,45,8,0.5,Team A Win
MCH-0681,2025-11-12,Thunderbolts,Strikers,3,0,48,16,0.65,Team A Win
MCH-0682,2025-09-06,Centurions,Strikers,0,3,41,19,0.5,Team B Win
MCH-0683,2025-02-02,Vipers,Gladiators,4,1,54,8,0.5,Team A Win
MCH-0684,2025-07-05,Ironclads,Titans,4,0,59,12,0.5,Team A Win
MCH-0685,2025-09-07,Ironclads,Knights,2,1,60,9,0.5,Team A Win
MCH-0686,2025-07-16,Vipers,Titans,4,2,50,18,0.5,Team A Win
MCH-0687,2025-12-23,Titans,Knights,1,2,61,7,0.5,Team B Win
MCH-0688,2025-09-03,Knights,Vipers,0,1,41,16,0.5,Team B Win
MCH-0689,2025-09-12,Vipers,Centurions,2,2,59,10,0.5,Draw
MCH-0690,2025-11-25,Thunderbolts,Gladiators,0,1,63,13,0.65,Team B Win
MCH-0691,2025-06-16,Wizards,Titans,4,2,42,8,0.5,Team A Win
MCH-0692,2025-03-27,Phoenix FC,Titans,1,0,47,8,0.5,Team A Win
MCH-0693,2025-09-06,Titans,Centurions,0,1,40,9,0.5,Team B Win
MCH-0694,2025-10-18,Centurions,Thunderbolts,3,1,63,15,0.35,Team A Win
MCH-0695,2025-08-11,Titans,Phoenix FC,1,2,59,8,0.5,Team B Win
MCH-0696,2025-12-31,Strikers,Knights,4,0,62,14,0.5,Team A Win
MCH-0697,2025-08-15,Knights,Vipers,3,2,42,13,0.5,Team A Win
MCH-0698,2025-02-19,Titans,Gladiators,3,1,35,18,0.5,Team A Win
MCH-0699,2025-04-16,Wizards,Phoenix FC,0,4,45,19,0.5,Team B Win
MCH-0700,2025-05-14,Centurions,Knights,0,1,48,8,0.5,Team B Win
MCH-0701,2025-03-05,Centurions,Knights,0,1,44,9,0.5,Team B Win
MCH-0702,2025-04-20,Knights,Centurions,1,0,54,16,0.5,Team A Win
MCH-0703,2025-09-05,Vipers,Wizards,1,0,60,11,0.5,Team A Win
MCH-0704,2025-05-06,Centurions,Ironclads,3,0,49,7,0.5,Team A Win
MCH-0705,2025-11-17,Centurions,Phoenix FC,4,3,47,11,0.5,Team A Win
MCH-0706,2025-01-12,Phoenix FC,Gladiators,0,1,59,17,0.5,Team B Win
MCH-0707,2025-01-11,Centurions,Strikers,1,0,40,12,0.5,Team A Win
MCH-0708,2025-10-09,Thunderbolts,Phoenix FC,0,0,40,14,0.65,Draw
MCH-0709,2025-12-30,Gladiators,Ironclads,0,4,36,8,0.5,Team B Win
MCH-0710,2025-02-17,Vipers,Knights,0,3,40,13,0.5,Team B Win
MCH-0711,2025-12-08,Strikers,Phoenix FC,4,3,47,16,0.5,Team A Win
MCH-0712,2025-09-23,Phoenix FC,Centurions,0,0,44,13,0.5,Draw
MCH-0713,2025-09-30,Strikers,Phoenix FC,0,1,36,9,0.5,Team B Win
MCH-0714,2025-10-23,Knights,Titans,2,1,38,11,0.5,Team A Win
MCH-0715,2025-05-27,Ironclads,Centurions,1,0,64,18,0.5,Team A Win
MCH-0716,2025-04-20,Phoenix FC,Ironclads,2,1,35,5,0.5,Team A Win
MCH-0717,2025-01-21,Wizards,Knights,3,2,50,14,0.5,Team A Win
MCH-0718,2025-10-31,Strikers,Centurions,4,3,43,16,0.5,Team A Win
MCH-0719,2025-04-15,Wizards,Centurions,1,2,35,13,0.5,Team B Win
MCH-0720,2025-06-08,Gladiators,Strikers,1,2,56,15,0.5,Team B Win
MCH-0721,2025-10-23,Wizards,Phoenix FC,3,0,37,12,0.5,Team A Win
MCH-0722,2025-11-22,Vipers,Knights,4,0,39,5,0.5,Team A Win
MCH-0723,2025-03-30,Titans,Centurions,1,0,47,11,0.5,Team A Win
MCH-0724,2025-10-18,Vipers,Strikers,4,3,60,11,0.5,Team A Win
MCH-0725,2025-10-29,Wizards,Gladiators,1,2,55,11,0.5,Team B Win
MCH-0726,2025-10-18,Knights,Strikers,4,1,48,18,0.5,Team A Win
MCH-0727,2025-01-09,Titans,Thunderbolts,2,0,63,14,0.35,Team A Win
MCH-0728,2025-06-06,Knights,Thunderbolts,0,1,43,18,0.35,Team B Win
MCH-0729,2025-05-06,Ironclads,Wizards,2,2,53,11,0.5,Draw
MCH-0730,2025-01-17,Wizards,Ironclads,4,3,51,13,0.5,Team A Win
MCH-0731,2025-05-04,Vipers,Titans,1,1,47,16,0.5,Draw
MCH-0732,2025-06-29,Strikers,Ironclads,0,3,54,19,0.5,Team B Win
MCH-0733,2025-03-09,Wizards,Ironclads,2,1,63,18,0.5,Team A Win
MCH-0734,2025-08-15,Vipers,Knights,2,2,60,12,0.5,Draw
MCH-0735,2025-01-16,Gladiators,Wizards,3,1,38,19,0.5,Team A Win
MCH-0736,2025-04-17,Thunderbolts,Wizards,4,3,58,16,0.65,Team A Win
MCH-0737,2025-10-16,Centurions,Strikers,2,2,40,12,0.5,Draw
MCH-0738,2025-02-05,Wizards,Knights,3,1,37,19,0.5,Team A Win
MCH-0739,2025-03-04,Titans,Knights,0,1,48,10,0.5,Team B Win
MCH-0740,2025-07-26,Phoenix FC,Strikers,3,2,41,17,0.5,Team A Win
MCH-0741,2025-02-16,Vipers,Thunderbolts,4,2,43,12,0.35,Team A Win
MCH-0742,2025-03-29,Knights,Centurions,0,1,62,8,0.5,Team B Win
MCH-0743,2025-10-17,Gladiators,Ironclads,3,1,42,9,0.5,Team A Win
MCH-0744,2025-11-05,Ironclads,Vipers,1,0,51,11,0.5,Team A Win
MCH-0745,2025-12-16,Phoenix FC,Vipers,3,1,37,5,0.5,Team A Win
MCH-0746,2025-10-03,Titans,Phoenix FC,2,2,63,14,0.5,Draw
MCH-0747,2025-07-29,Vipers,Thunderbolts,2,1,50,10,0.35,Team A Win
MCH-0748,2025-11-12,Phoenix FC,Centurions,4,3,44,5,0.5,Team A Win
MCH-0749,2025-07-29,Gladiators,Knights,0,2,49,11,0.5,Team B Win
MCH-0750,2025-06-16,Wizards,Phoenix FC,2,1,36,12,0.5,Team A Win
MCH-0751,2025-04-02,Phoenix FC,Vipers,1,2,56,18,0.5,Team B Win
MCH-0752,2025-09-09,Vipers,Centurions,3,0,45,14,0.5,Team A Win
MCH-0753,2025-11-05,Centurions,Ironclads,1,1,64,15,0.5,Draw
MCH-0754,2025-11-02,Gladiators,Centurions,3,1,62,6,0.5,Team A Win
MCH-0755,2025-02-15,Phoenix FC,Thunderbolts,0,1,63,19,0.35,Team B Win
MCH-0756,2025-09-01,Vipers,Ironclads,0,4,47,9,0.5,Team B Win
MCH-0757,2025-12-17,Gladiators,Strikers,0,2,60,14,0.5,Team B Win
MCH-0758,2025-11-17,Centurions,Gladiators,2,2,50,9,0.5,Draw
MCH-0759,2025-09-28,Thunderbolts,Knights,0,2,48,6,0.65,Team B Win
MCH-0760,2025-08-16,Titans,Gladiators,1,4,50,18,0.5,Team B Win
MCH-0761,2025-06-18,Ironclads,Gladiators,2,4,54,5,0.5,Team B Win
MCH-0762,2025-09-19,Ironclads,Gladiators,0,1,45,19,0.5,Team B Win
MCH-0763,2025-05-27,Phoenix FC,Knights,3,4,52,11,0.5,Team B Win
MCH-0764,2025-04-26,Ironclads,Thunderbolts,4,3,37,16,0.35,Team A Win
MCH-0765,2025-01-16,Strikers,Vipers,2,0,46,13,0.5,Team A Win
MCH-0766,2025-06-12,Ironclads,Wizards,0,1,40,7,0.5,Team B Win
MCH-0767,2025-09-23,Wizards,Centurions,2,1,44,16,0.5,Team A Win
MCH-0768,2025-12-14,Ironclads,Vipers,0,0,38,11,0.5,Draw
MCH-0769,2025-11-01,Ironclads,Wizards,4,3,39,14,0.5,Team A Win
MCH-0770,2025-12-14,Wizards,Strikers,1,2,58,17,0.5,Team B Win
MCH-0771,2025-06-12,Ironclads,Titans,1,0,63,18,0.5,Team A Win
MCH-0772,2025-08-19,Centurions,Gladiators,0,3,50,9,0.5,Team B Win
MCH-0773,2025-06-03,Knights,Centurions,0,1,58,5,0.5,Team B Win
MCH-0774,2025-06-18,Thunderbolts,Vipers,4,0,37,14,0.65,Team A Win
MCH-0775,2025-09-21,Strikers,Thunderbolts,1,1,50,16,0.35,Draw
MCH-0776,2025-01-03,Centurions,Titans,0,2,39,7,0.5,Team B Win
MCH-0777,2025-03-09,Knights,Phoenix FC,4,2,59,13,0.5,Team A Win
MCH-0778,2025-02-15,Wizards,Vipers,1,0,41,15,0.5,Team A Win
MCH-0779,2025-06-11,Vipers,Thunderbolts,1,0,49,12,0.35,Team A Win
MCH-0780,2025-10-21,Titans,Vipers,1,0,62,15,0.5,Team A Win
MCH-0781,2025-08-26,Phoenix FC,Gladiators,0,3,64,6,0.5,Team B Win
MCH-0782,2025-03-11,Thunderbolts,Centurions,1,0,45,8,0.65,Team A Win
MCH-0783,2025-12-23,Knights,Wizards,0,4,60,15,0.5,Team B Win
MCH-0784,2025-09-22,Knights,Thunderbolts,0,1,50,16,0.35,Team B Win
MCH-0785,2025-06-22,Ironclads,Wizards,0,3,40,6,0.5,Team B Win
MCH-0786,2025-08-22,Gladiators,Knights,0,4,54,6,0.5,Team B Win
MCH-0787,2025-10-30,Knights,Phoenix FC,1,0,46,7,0.5,Team A Win
MCH-0788,2025-03-07,Titans,Wizards,4,2,46,7,0.5,Team A Win
MCH-0789,2025-05-16,Wizards,Thunderbolts,2,3,44,7,0.35,Team B Win
MCH-0790,2025-07-05,Strikers,Thunderbolts,2,3,47,14,0.35,Team B Win
MCH-0791,2025-07-10,Ironclads,Phoenix FC,2,1,58,19,0.5,Team A Win
MCH-0792,2025-08-08,Titans,Knights,1,0,50,6,0.5,Team A Win
MCH-0793,2025-04-02,Knights,Vipers,3,1,43,15,0.5,Team A Win
MCH-0794,2025-06-22,Wizards,Knights,1,0,54,15,0.5,Team A Win
MCH-0795,2025-07-21,Knights,Centurions,1,0,63,5,0.5,Team A Win
MCH-0796,2025-08-19,Vipers,Strikers,4,3,52,12,0.5,Team A Win
MCH-0797,2025-03-23,Phoenix FC,Wizards,1,0,59,6,0.5,Team A Win
MCH-0798,2025-01-15,Centurions,Phoenix FC,0,0,35,9,0.5,Draw
MCH-0799,2025-04-13,Gladiators,Wizards,0,3,35,16,0.5,Team B Win
MCH-0800,2025-06-14,Ironclads,Titans,0,1,38,12,0.5,Team B Win
MCH-0801,2025-04-30,Knights,Thunderbolts,3,0,49,8,0.35,Team A Win
MCH-0802,2025-05-18,Wizards,Gladiators,0,0,59,12,0.5,Draw
MCH-0803,2025-07-24,Titans,Vipers,0,1,39,9,0.5,Team B Win
MCH-0804,2025-01-06,Ironclads,Phoenix FC,4,0,50,7,0.5,Team A Win
MCH-0805,2025-03-29,Knights,Gladiators,0,4,57,9,0.5,Team B Win
MCH-0806,2025-03-29,Knights,Vipers,1,0,63,11,0.5,Team A Win
MCH-0807,2025-08-24,Centurions,Thunderbolts,0,4,47,5,0.35,Team B Win
MCH-0808,2025-12-30,Gladiators,Wizards,0,0,57,7,0.5,Draw
MCH-0809,2025-07-02,Wizards,Gladiators,2,4,51,11,0.5,Team B Win
MCH-0810,2025-11-15,Phoenix FC,Wizards,2,3,54,14,0.5,Team B Win
MCH-0811,2025-07-17,Centurions,Titans,4,0,37,11,0.5,Team A Win
MCH-0812,2025-10-21,Gladiators,Knights,3,1,41,19,0.5,Team A Win
MCH-0813,2025-12-28,Strikers,Thunderbolts,0,1,53,17,0.35,Team B Win
MCH-0814,2025-02-21,Gladiators,Phoenix FC,0,2,60,5,0.5,Team B Win
MCH-0815,2025-10-18,Phoenix FC,Gladiators,2,0,40,18,0.5,Team A Win
MCH-0816,2025-04-21,Thunderbolts,Vipers,0,1,38,9,0.65,Team B Win
MCH-0817,2025-08-27,Thunderbolts,Strikers,2,1,45,15,0.65,Team A Win
MCH-0818,2025-01-08,Thunderbolts,Strikers,3,0,50,7,0.65,Team A Win
MCH-0819,2025-05-31,Knights,Centurions,0,3,40,15,0.5,Team B Win
MCH-0820,2025-09-27,Strikers,Vipers,4,0,45,17,0.5,Team A Win
MCH-0821,2025-01-30,Thunderbolts,Phoenix FC,1,0,46,11,0.65,Team A Win
MCH-0822,2025-11-12,Ironclads,Centurions,4,3,38,7,0.5,Team A Win
MCH-0823,2025-10-23,Vipers,Strikers,2,0,61,15,0.5,Team A Win
MCH-0824,2025-01-07,Ironclads,Centurions,3,1,42,5,0.5,Team A Win
MCH-0825,2025-06-11,Knights,Ironclads,4,0,45,13,0.5,Team A Win
MCH-0826,2025-09-09,Ironclads,Vipers,1,0,59,8,0.5,Team A Win
MCH-0827,2025-05-22,Thunderbolts,Wizards,1,0,62,11,0.65,Team A Win
MCH-0828,2025-09-15,Titans,Vipers,1,0,35,15,0.5,Team A Win
MCH-0829,2025-03-06,Gladiators,Titans,2,3,46,10,0.5,Team B Win
MCH-0830,2025-03-25,Strikers,Wizards,3,4,38,9,0.5,Team B Win
MCH-0831,2025-01-01,Wizards,Centurions,0,0,58,8,0.5,Draw
MCH-0832,2025-07-04,Vipers,Wizards,4,0,59,12,0.5,Team A Win
MCH-0833,2025-12-07,Centurions,Gladiators,1,0,54,12,0.5,Team A Win
MCH-0834,2025-08-12,Knights,Thunderbolts,2,1,58,13,0.35,Team A Win
MCH-0835,2025-03-05,Wizards,Strikers,1,2,58,16,0.5,Team B Win
MCH-0836,2025-01-06,Titans,Wizards,1,0,44,16,0.5,Team A Win
MCH-0837,2025-08-27,Vipers,Gladiators,0,1,60,8,0.5,Team B Win
MCH-0838,2025-10-28,Gladiators,Strikers,2,2,35,17,0.5,Draw
MCH-0839,2025-09-13,Knights,Ironclads,1,0,42,18,0.5,Team A Win
MCH-0840,2025-10-20,Phoenix FC,Thunderbolts,1,0,45,13,0.35,Team A Win
MCH-0841,2025-01-11,Titans,Vipers,0,1,47,14,0.5,Team B Win
MCH-0842,2025-04-07,Wizards,Strikers,1,0,55,9,0.5,Team A Win
MCH-0843,2025-04-28,Thunderbolts,Centurions,4,3,48,15,0.65,Team A Win
MCH-0844,2025-11-16,Strikers,Titans,0,1,41,13,0.5,Team B Win
MCH-0845,2025-10-22,Ironclads,Strikers,2,1,40,5,0.5,Team A Win
MCH-0846,2025-06-21,Strikers,Ironclads,3,2,60,10,0.5,Team A Win
MCH-0847,2025-07-02,Knights,Wizards,4,3,38,17,0.5,Team A Win
MCH-0848,2025-03-17,Titans,Strikers,1,4,58,17,0.5,Team B Win
MCH-0849,2025-11-16,Wizards,Thunderbolts,1,2,47,14,0.35,Team B Win
MCH-0850,2025-05-26,Thunderbolts,Wizards,2,3,50,17,0.65,Team B Win
MCH-0851,2025-05-11,Wizards,Strikers,1,2,35,5,0.5,Team B Win
MCH-0852,2025-06-26,Thunderbolts,Knights,1,0,35,12,0.65,Team A Win
MCH-0853,2025-01-17,Phoenix FC,Vipers,3,2,48,18,0.5,Team A Win
MCH-0854,2025-08-31,Vipers,Thunderbolts,2,2,61,7,0.35,Draw
MCH-0855,2025-10-03,Titans,Knights,3,4,35,16,0.5,Team B Win
MCH-0856,2025-03-08,Centurions,Gladiators,1,0,54,5,0.5,Team A Win
MCH-0857,2025-02-08,Strikers,Thunderbolts,2,0,48,15,0.35,Team A Win
MCH-0858,2025-08-27,Knights,Wizards,1,3,63,16,0.5,Team B Win
MCH-0859,2025-11-20,Knights,Strikers,0,1,45,6,0.5,Team B Win
MCH-0860,2025-09-05,Strikers,Knights,1,2,35,15,0.5,Team B Win
MCH-0861,2025-05-28,Titans,Centurions,0,0,35,14,0.5,Draw
MCH-0862,2025-07-10,Centurions,Thunderbolts,1,4,46,16,0.35,Team B Win
MCH-0863,2025-11-15,Strikers,Wizards,2,3,37,8,0.5,Team B Win
MCH-0864,2025-10-14,Vipers,Strikers,0,1,46,19,0.5,Team B Win
MCH-0865,2025-01-24,Phoenix FC,Strikers,2,2,60,6,0.5,Draw
MCH-0866,2025-12-16,Ironclads,Thunderbolts,0,0,35,13,0.35,Draw
MCH-0867,2025-03-15,Knights,Wizards,3,1,60,14,0.5,Team A Win
MCH-0868,2025-12-25,Ironclads,Vipers,1,1,55,19,0.5,Draw
MCH-0869,2025-09-13,Phoenix FC,Titans,0,1,43,7,0.5,Team B Win
MCH-0870,2025-02-01,Wizards,Titans,1,1,54,15,0.5,Draw
MCH-0871,2025-01-06,Vipers,Knights,2,1,53,8,0.5,Team A Win
MCH-0872,2025-12-09,Thunderbolts,Gladiators,0,4,50,14,0.65,Team B Win
MCH-0873,2025-05-19,Strikers,Centurions,0,0,45,5,0.5,Draw
MCH-0874,2025-07-09,Ironclads,Gladiators,3,2,49,7,0.5,Team A Win
MCH-0875,2025-12-09,Ironclads,Knights,3,0,50,8,0.5,Team A Win
MCH-0876,2025-09-01,Knights,Centurions,1,2,62,13,0.5,Team B Win
MCH-0877,2025-07-21,Knights,Phoenix FC,3,2,35,10,0.5,Team A Win
MCH-0878,2025-01-10,Vipers,Ironclads,3,1,40,7,0.5,Team A Win
MCH-0879,2025-09-16,Vipers,Thunderbolts,0,1,44,7,0.35,Team B Win
MCH-0880,2025-06-24,Strikers,Ironclads,4,2,58,15,0.5,Team A Win
MCH-0881,2025-10-08,Phoenix FC,Wizards,4,1,35,19,0.5,Team A Win
MCH-0882,2025-06-10,Thunderbolts,Strikers,0,0,47,5,0.65,Draw
MCH-0883,2025-04-28,Strikers,Knights,4,3,40,8,0.5,Team A Win
MCH-0884,2025-03-12,Gladiators,Wizards,2,1,36,8,0.5,Team A Win
MCH-0885,2025-10-24,Phoenix FC,Titans,4,3,62,13,0.5,Team A Win
MCH-0886,2025-08-18,Centurions,Thunderbolts,3,1,38,11,0.35,Team A Win
MCH-0887,2025-01-18,Strikers,Ironclads,2,4,46,7,0.5,Team B Win
MCH-0888,2025-04-22,Phoenix FC,Vipers,0,1,49,13,0.5,Team B Win
MCH-0889,2025-02-11,Phoenix FC,Vipers,1,0,54,8,0.5,Team A Win
MCH-0890,2025-10-09,Knights,Gladiators,1,1,57,10,0.5,Draw
MCH-0891,2025-01-07,Knights,Strikers,2,1,61,18,0.5,Team A Win
MCH-0892,2025-03-23,Wizards,Vipers,2,3,64,10,0.5,Team B Win
MCH-0893,2025-11-19,Gladiators,Thunderbolts,1,0,53,16,0.35,Team A Win
MCH-0894,2025-12-25,Thunderbolts,Vipers,2,1,54,6,0.65,Team A Win
MCH-0895,2025-11-27,Titans,Ironclads,1,4,43,6,0.5,Team B Win
MCH-0896,2025-05-12,Phoenix FC,Gladiators,2,0,50,15,0.5,Team A Win
MCH-0897,2025-03-07,Thunderbolts,Ironclads,2,1,63,15,0.65,Team A Win
MCH-0898,2025-10-17,Titans,Ironclads,1,0,63,6,0.5,Team A Win
MCH-0899,2025-01-30,Centurions,Knights,1,2,58,5,0.5,Team B Win
MCH-0900,2025-08-19,Wizards,Strikers,3,2,64,8,0.5,Team A Win
MCH-0901,2025-04-09,Centurions,Titans,3,4,36,7,0.5,Team B Win
MCH-0902,2025-02-13,Phoenix FC,Wizards,0,1,53,11,0.5,Team B Win
MCH-0903,2025-02-28,Gladiators,Thunderbolts,3,4,38,13,0.35,Team B Win
MCH-0904,2025-05-30,Titans,Wizards,4,1,37,6,0.5,Team A Win
MCH-0905,2025-01-18,Vipers,Centurions,2,1,41,15,0.5,Team A Win
MCH-0906,2025-11-17,Phoenix FC,Centurions,1,0,45,11,0.5,Team A Win
MCH-0907,2025-08-18,Phoenix FC,Titans,2,4,38,12,0.5,Team B Win
MCH-0908,2025-12-04,Vipers,Knights,4,1,63,14,0.5,Team A Win
MCH-0909,2025-12-13,Knights,Ironclads,2,1,44,7,0.5,Team A Win
MCH-0910,2025-12-20,Knights,Titans,0,0,49,10,0.5,Draw
MCH-0911,2025-08-07,Strikers,Ironclads,0,1,59,18,0.5,Team B Win
MCH-0912,2025-03-05,Centurions,Gladiators,0,1,39,12,0.5,Team B Win
MCH-0913,2025-08-20,Centurions,Thunderbolts,0,4,63,18,0.35,Team B Win
MCH-0914,2025-11-18,Ironclads,Wizards,1,2,61,8,0.5,Team B Win
MCH-0915,2025-11-08,Thunderbolts,Strikers,1,1,51,11,0.65,Draw
MCH-0916,2025-01-12,Titans,Ironclads,0,2,46,9,0.5,Team B Win
MCH-0917,2025-04-23,Wizards,Vipers,1,0,44,9,0.5,Team A Win
MCH-0918,2025-07-27,Centurions,Ironclads,3,0,49,5,0.5,Team A Win
MCH-0919,2025-08-12,Wizards,Strikers,4,1,44,14,0.5,Team A Win
MCH-0920,2025-06-12,Gladiators,Thunderbolts,0,0,58,15,0.35,Draw
MCH-0921,2025-10-24,Wizards,Vipers,0,0,39,15,0.5,Draw
MCH-0922,2025-01-04,Wizards,Centurions,0,1,50,10,0.5,Team B Win
MCH-0923,2025-06-17,Ironclads,Phoenix FC,2,4,41,8,0.5,Team B Win
MCH-0924,2025-07-21,Titans,Gladiators,3,2,54,5,0.5,Team A Win
MCH-0925,2025-08-26,Gladiators,Titans,4,3,45,15,0.5,Team A Win
MCH-0926,2025-03-16,Ironclads,Gladiators,1,2,62,5,0.5,Team B Win
MCH-0927,2025-09-24,Ironclads,Phoenix FC,0,3,40,10,0.5,Team B Win
MCH-0928,2025-02-27,Gladiators,Ironclads,1,0,38,8,0.5,Team A Win
MCH-0929,2025-05-08,Knights,Centurions,1,0,44,7,0.5,Team A Win
MCH-0930,2025-01-18,Phoenix FC,Gladiators,3,0,41,18,0.5,Team A Win
MCH-0931,2025-11-30,Strikers,Wizards,1,0,45,11,0.5,Team A Win
MCH-0932,2025-03-07,Gladiators,Knights,2,1,59,16,0.5,Team A Win
MCH-0933,2025-11-10,Vipers,Wizards,3,4,45,18,0.5,Team B Win
MCH-0934,2025-09-28,Phoenix FC,Wizards,3,1,35,8,0.5,Team A Win
MCH-0935,2025-11-08,Gladiators,Ironclads,4,2,56,7,0.5,Team A Win
MCH-0936,2025-07-10,Ironclads,Thunderbolts,2,0,53,11,0.35,Team A Win
MCH-0937,2025-03-17,Strikers,Vipers,1,0,41,17,0.5,Team A Win
MCH-0938,2025-04-26,Knights,Strikers,3,2,42,15,0.5,Team A Win
MCH-0939,2025-04-12,Phoenix FC,Wizards,3,0,53,18,0.5,Team A Win
MCH-0940,2025-09-26,Thunderbolts,Strikers,4,2,38,15,0.65,Team A Win
MCH-0941,2025-01-24,Phoenix FC,Knights,0,1,60,8,0.5,Team B Win
MCH-0942,2025-03-18,Strikers,Centurions,4,0,64,8,0.5,Team A Win
MCH-0943,2025-01-15,Phoenix FC,Centurions,3,0,46,8,0.5,Team A Win
MCH-0944,2025-09-23,Wizards,Knights,1,3,43,11,0.5,Team B Win
MCH-0945,2025-11-28,Wizards,Ironclads,0,4,39,11,0.5,Team B Win
MCH-0946,2025-08-26,Titans,Thunderbolts,0,2,49,10,0.35,Team B Win
MCH-0947,2025-11-14,Centurions,Gladiators,2,1,56,11,0.5,Team A Win
MCH-0948,2025-01-30,Thunderbolts,Ironclads,3,2,60,5,0.65,Team A Win
MCH-0949,2025-07-07,Strikers,Thunderbolts,0,1,39,12,0.35,Team B Win
MCH-0950,2025-11-12,Ironclads,Strikers,1,0,58,5,0.5,Team A Win
MCH-0951,2025-12-29,Knights,Ironclads,1,4,63,18,0.5,Team B Win
MCH-0952,2025-04-19,Vipers,Titans,3,1,57,18,0.5,Team A Win
MCH-0953,2025-05-01,Gladiators,Ironclads,0,0,49,8,0.5,Draw
MCH-0954,2025-04-22,Ironclads,Gladiators,3,1,39,11,0.5,Team A Win
MCH-0955,2025-11-20,Knights,Phoenix FC,1,0,59,9,0.5,Team A Win
MCH-0956,2025-04-29,Ironclads,Titans,3,1,57,7,0.5,Team A Win
MCH-0957,2025-07-03,Strikers,Thunderbolts,1,2,46,7,0.35,Team B Win
MCH-0958,2025-08-01,Wizards,Ironclads,3,0,54,19,0.5,Team A Win
MCH-0959,2025-03-13,Titans,Phoenix FC,1,0,37,6,0.5,Team A Win
MCH-0960,2025-05-06,Wizards,Centurions,1,3,41,9,0.5,Team B Win
MCH-0961,2025-08-20,Gladiators,Titans,4,2,58,8,0.5,Team A Win
MCH-0962,2025-10-22,Ironclads,Strikers,4,3,50,8,0.5,Team A Win
MCH-0963,2025-10-11,Ironclads,Gladiators,0,1,54,10,0.5,Team B Win
MCH-0964,2025-08-17,Strikers,Gladiators,3,2,43,14,0.5,Team A Win
MCH-0965,2025-03-10,Ironclads,Titans,3,0,39,8,0.5,Team A Win
MCH-0966,2025-05-20,Knights,Phoenix FC,1,0,39,6,0.5,Team A Win
MCH-0967,2025-07-01,Gladiators,Thunderbolts,2,1,61,6,0.35,Team A Win
MCH-0968,2025-09-21,Centurions,Knights,2,1,44,17,0.5,Team A Win
MCH-0969,2025-03-29,Phoenix FC,Thunderbolts,0,1,59,11,0.35,Team B Win
MCH-0970,2025-05-14,Vipers,Gladiators,0,1,40,18,0.5,Team B Win
